	station46	station49	station121	station45	station50	station126
otu_91546	0	0	0	0	0	3
otu_91560	0	0	2	1	6	0
otu_91564	0	0	0	0	0	11
otu_91565	0	0	0	3	0	1
otu_91579	0	0	0	3	0	0
otu_91594	0	0	0	0	0	1
otu_91595	0	0	1	0	0	0
otu_91612	0	0	0	0	0	9
otu_91622	0	0	0	0	0	1
otu_91636	1	0	0	0	0	0
otu_91643	0	0	0	0	0	1
otu_91650	0	0	0	0	0	1
otu_91657	3	0	0	0	0	0
otu_91658	0	2	0	0	0	0
otu_91671	0	0	0	1	0	0
otu_91673	0	5	0	0	0	0
otu_91675	21	0	0	5	0	0
otu_91692	0	0	0	5	0	0
otu_91701	0	0	0	0	0	9
otu_91703	0	3	0	0	0	0
otu_91714	0	0	0	0	0	2
otu_91718	1	0	0	0	0	0
otu_91725	0	0	0	0	0	6
otu_91729	0	0	0	0	0	1
otu_91733	0	0	0	0	0	3
otu_91743	2	0	0	23	0	0
otu_91757	0	0	0	0	0	5
otu_91778	0	0	0	0	1	0
otu_91786	0	0	0	0	0	2
otu_91793	0	1	0	0	0	0
otu_91805	0	0	0	0	0	4
otu_91820	0	0	1	0	0	0
otu_91831	0	0	1	0	0	0
otu_91832	0	0	2	0	0	0
otu_91838	0	0	0	0	0	3
otu_91841	0	5	0	0	0	0
otu_91862	0	0	0	0	0	1
otu_91873	0	0	0	0	0	1
otu_91876	0	0	0	0	0	3
otu_91878	0	0	0	1	0	0
otu_91880	0	0	0	0	0	3
otu_91883	0	0	0	3	0	0
otu_91886	0	0	0	31	0	0
otu_91893	0	0	0	1	0	0
otu_91895	0	0	0	0	0	3
otu_91897	0	2	0	0	0	0
otu_91906	0	0	0	0	0	5
otu_91912	0	0	0	0	0	4
otu_91917	0	0	0	0	0	5
otu_91933	0	0	0	1	0	0
otu_91939	0	0	0	0	0	1
otu_91940	0	0	0	0	0	1
otu_91947	0	0	0	0	0	1
otu_91957	0	0	0	3	0	0
otu_91961	0	0	0	1	0	0
otu_91964	0	0	0	0	0	2
otu_91968	0	1	0	0	0	0
otu_91983	0	0	0	0	0	2
otu_91988	0	0	0	0	0	2
otu_91991	1	0	0	2	0	0
otu_92000	2	0	0	0	0	0
otu_92002	1	0	0	1	0	0
otu_92005	0	3	0	0	1	1
otu_92017	0	0	0	0	0	1
otu_92018	0	0	0	0	0	5
otu_92022	0	0	0	5	0	0
otu_92029	0	0	0	0	0	7
otu_92034	0	0	0	0	0	1
otu_92054	7	0	0	0	0	0
otu_92071	0	0	0	0	2	0
otu_92072	1	0	0	0	0	0
otu_92076	0	1	0	0	0	0
otu_92079	0	0	2	0	0	0
otu_92085	0	0	0	1	0	0
otu_92112	0	0	0	0	0	1
otu_92114	0	0	0	1	0	2
otu_92115	0	0	0	0	0	10
otu_92121	5	0	0	2	0	0
otu_92124	0	2	0	0	0	0
otu_92130	0	0	0	0	0	1
otu_92134	0	0	0	2	0	0
otu_92141	0	0	0	12	0	0
otu_92148	0	0	0	1	0	0
otu_92156	1	0	0	0	0	0
otu_92165	2	0	0	0	0	0
otu_92170	0	2	0	0	0	0
otu_92173	4	3	0	0	0	0
otu_92174	0	0	4	0	0	0
otu_92177	0	0	0	0	1	0
otu_92199	0	0	0	0	0	3
otu_92204	0	0	0	0	0	9
otu_92213	0	0	0	0	1	0
otu_92232	0	0	0	0	0	1
otu_92242	0	0	0	0	0	2
otu_92262	0	0	0	28	0	0
otu_92288	0	0	1	0	0	0
otu_92294	0	0	0	0	0	1
otu_92299	3	0	0	0	0	0
otu_92301	0	1	0	0	0	0
otu_92308	0	0	0	0	0	3
otu_92311	0	0	0	0	0	2
otu_92319	0	0	1	0	0	0
otu_92321	6	0	0	1	0	0
otu_92339	0	0	0	2	0	0
otu_92340	0	0	0	0	0	1
otu_92341	0	0	0	12	0	0
otu_92345	1	0	0	0	0	0
otu_92354	0	0	0	0	0	1
otu_92363	0	0	0	1	0	7
otu_92367	0	1	0	0	0	0
otu_92375	1	6	0	0	0	0
otu_92376	0	1	0	0	0	2
otu_92384	0	0	0	0	0	4
otu_92389	0	4	0	0	0	0
otu_92390	0	0	0	0	0	1
otu_92404	0	0	0	0	0	2
otu_92406	0	17	0	0	0	0
otu_92410	0	1	0	0	0	0
otu_92415	0	0	1	0	1	0
otu_92426	0	0	0	0	3	1
otu_92428	0	0	0	0	0	3
otu_92431	1	0	0	3	0	1
otu_92437	2	2	0	0	0	0
otu_92446	0	0	0	0	0	2
otu_92447	0	0	0	0	0	6
otu_92450	0	0	0	0	0	7
otu_92458	0	0	0	0	0	1
otu_92459	0	2	0	0	0	0
otu_92463	0	0	0	0	1	0
otu_92477	0	0	0	0	0	2
otu_92479	2	1	0	0	0	0
otu_92481	0	0	0	2	0	0
otu_92484	0	0	2	0	0	0
otu_92493	0	1	0	0	0	0
otu_92497	0	0	0	0	0	2
otu_92498	0	0	0	5	0	0
otu_92502	0	0	0	0	0	5
otu_92514	0	0	0	0	0	1
otu_92524	4	0	0	1	0	0
otu_92530	0	0	0	0	1	0
otu_92538	0	0	0	0	1	0
otu_92542	0	10	0	0	0	0
otu_92543	0	0	0	0	0	8
otu_92548	0	7	0	0	0	1
otu_92549	0	0	0	1	0	0
otu_92563	0	5	0	4	0	4
otu_92566	0	0	0	0	0	1
otu_92567	0	0	1	0	0	0
otu_92576	5	0	0	0	0	0
otu_92583	0	0	0	0	0	2
otu_92591	0	0	0	0	0	1
otu_92597	0	0	0	0	0	2
otu_92605	7	4	0	0	0	0
otu_92608	2	0	0	0	0	0
otu_92612	0	0	0	0	1	0
otu_92613	0	0	0	6	0	0
otu_92618	0	0	6	0	0	0
otu_92619	0	0	0	0	0	4
otu_92640	0	0	0	6	0	0
otu_92657	0	0	0	0	0	1
otu_92664	0	0	0	0	0	2
otu_92666	0	0	0	0	0	4
otu_92669	4	0	0	0	0	0
otu_92680	0	0	0	0	0	7
otu_92681	0	0	0	0	0	3
otu_92682	0	0	0	1	0	0
otu_92687	0	0	0	0	0	3
otu_92695	0	0	0	0	1	0
otu_92697	1	0	0	0	0	0
otu_92710	0	0	0	0	0	4
otu_92718	0	0	0	0	0	5
otu_92724	0	0	0	0	1	0
otu_92725	0	0	0	1	1	0
otu_92734	1	0	0	0	0	0
otu_92744	1	0	0	0	0	5
otu_92746	0	0	0	4	0	0
otu_92748	0	0	1	0	0	0
otu_92763	0	0	0	0	0	1
otu_92778	1	0	0	0	0	0
otu_92779	0	0	0	0	0	24
otu_92786	0	0	0	0	0	1
otu_92792	0	0	0	1	0	1
otu_92795	0	2	0	0	0	0
otu_92802	0	0	0	0	0	6
otu_92803	0	0	0	0	0	4
otu_92804	0	0	0	0	0	2
otu_92806	0	0	1	0	0	0
otu_92807	0	0	0	12	0	0
otu_92831	0	31	0	0	0	0
otu_92832	0	0	1	0	0	0
otu_92833	1	0	0	0	0	0
otu_92837	0	0	0	0	0	6
otu_92844	0	7	0	0	0	2
otu_92846	0	0	0	0	0	1
otu_92849	0	0	3	0	0	0
otu_92856	0	0	0	0	0	6
otu_92857	0	0	0	0	0	4
otu_92861	0	0	0	0	1	0
otu_92867	0	0	0	1	1	0
otu_92871	1	0	0	2	0	0
otu_92882	0	0	0	0	0	4
otu_92889	0	26	0	0	0	0
otu_92899	0	0	0	0	0	1
otu_92901	0	3	3	0	0	3
otu_92911	0	0	0	0	0	1
otu_92919	0	1	0	1	0	0
otu_92921	0	0	0	1	0	0
otu_92927	0	1	0	0	0	0
otu_92936	0	1	0	0	0	0
otu_92949	0	0	0	0	0	2
otu_92956	0	0	0	0	0	3
otu_92969	0	0	0	4	0	0
otu_92972	0	0	0	14	1	0
otu_92973	0	0	0	0	0	4
otu_92983	0	0	1	0	0	0
otu_92984	0	0	0	0	0	5
otu_92989	0	0	1	0	0	0
otu_93023	0	0	0	0	4	0
otu_93024	1	0	0	4	0	1
otu_93047	0	0	0	0	0	39
otu_93048	0	3	0	0	0	0
otu_93051	2	0	0	8	0	0
otu_93053	0	0	0	0	0	1
otu_93057	0	34	0	0	0	0
otu_93060	0	0	0	0	0	1
otu_93063	0	0	0	0	0	1
otu_93081	0	0	0	0	1	0
otu_93088	0	0	0	0	0	1
otu_93093	1	0	0	0	0	0
otu_93100	0	0	0	0	0	2
otu_93107	5	2	0	31	0	0
otu_93109	1	0	0	0	0	0
otu_93110	0	0	0	0	0	25
otu_93112	22	7	0	0	0	0
otu_93118	0	0	0	0	0	1
otu_93119	0	0	0	1	0	0
otu_93124	0	0	0	3	0	0
otu_93125	0	0	0	0	0	4
otu_93128	39	0	0	0	0	0
otu_93131	0	0	0	0	0	1
otu_93136	1	2	0	0	0	0
otu_93139	0	0	0	8	0	0
otu_93142	0	0	0	0	0	4
otu_93149	0	0	3	0	0	0
otu_93158	0	0	0	1	2	2
otu_93169	0	0	0	0	0	6
otu_93170	0	0	0	0	1	0
otu_93171	0	0	0	0	0	1
otu_93185	1	0	0	0	0	0
otu_93186	0	0	0	4	0	0
otu_93214	0	0	1	0	0	0
otu_93231	3	1	0	0	0	0
otu_93235	0	0	0	0	0	1
otu_93238	0	0	0	0	0	4
otu_93255	0	0	0	0	0	1
otu_93257	0	0	0	0	0	5
otu_93261	1	0	0	0	0	1
otu_93271	5	0	0	7	0	0
otu_93282	0	0	0	0	0	2
otu_93284	0	28	0	0	0	0
otu_93287	1	0	0	7	0	0
otu_93319	0	0	0	0	0	4
otu_93329	0	0	0	0	0	3
otu_93337	0	0	0	0	0	1
otu_93340	0	0	0	0	0	6
otu_93343	1	0	0	0	0	0
otu_93347	0	0	0	0	0	10
otu_93363	0	0	0	0	0	2
otu_93377	0	0	0	0	0	3
otu_93384	15	0	0	0	0	0
otu_93398	0	0	1	1	0	0
otu_93402	0	0	6	0	0	0
otu_93409	1	0	0	20	0	0
otu_93429	0	0	0	0	0	3
otu_93442	0	0	1	0	0	0
otu_93460	4	4	0	2	0	0
otu_93466	1	1	0	9	2	0
otu_93468	1	0	0	0	0	0
otu_93477	0	1	0	0	0	0
otu_93479	0	0	0	3	0	0
otu_93481	1	0	0	4	0	2
otu_93483	0	1	0	0	0	0
otu_93491	0	0	0	0	0	6
otu_93496	1	0	0	6	0	0
otu_93513	0	0	0	1	0	0
otu_93514	0	0	0	0	0	1
otu_93531	0	0	0	10	0	1
otu_93537	1	0	0	0	0	0
otu_93555	0	0	0	0	0	1
otu_93556	0	0	0	0	0	5
otu_93563	0	0	0	0	0	1
otu_93565	3	0	0	0	0	6
otu_93566	0	0	0	0	0	1
otu_93574	0	0	0	0	0	3
otu_93583	0	0	0	0	0	3
otu_93584	0	0	0	0	0	11
otu_93586	0	0	0	0	0	5
otu_93593	0	0	0	0	0	1
otu_93598	1	0	0	0	1	0
otu_93614	0	0	0	0	0	1
otu_93636	0	0	1	0	0	0
otu_93637	1	1	0	3	0	0
otu_93639	0	0	0	3	0	0
otu_93640	0	0	0	0	0	1
otu_93645	2	27	0	0	0	0
otu_93657	0	0	1	0	0	0
otu_93685	0	0	0	0	0	1
otu_93687	0	0	0	0	0	1
otu_93700	1	0	0	0	0	0
otu_93702	0	0	0	0	0	1
otu_93704	0	0	0	0	1	0
otu_93713	0	0	0	3	0	0
otu_93721	0	0	0	0	0	4
otu_93730	0	0	0	1	0	0
otu_93742	0	0	0	3	0	0
otu_93746	0	0	1	0	0	1
otu_93754	0	0	0	0	0	1
otu_93769	0	0	0	0	0	1
otu_93771	0	4	0	0	0	0
otu_93784	0	0	0	0	0	1
otu_93817	0	0	0	0	0	1
otu_93818	0	0	0	0	0	4
otu_93849	0	0	0	0	0	2
otu_93876	12	0	0	17	0	0
otu_93884	0	0	0	0	1	0
otu_93886	0	0	1	0	0	2
otu_93894	0	0	0	0	0	2
otu_93902	0	0	0	0	0	1
otu_93906	0	0	0	0	0	1
otu_93916	0	0	1	0	0	0
otu_93937	0	0	0	0	0	1
otu_93941	0	0	0	0	0	2
otu_93942	0	1	0	0	0	0
otu_93948	0	0	0	2	0	0
otu_93952	0	0	0	0	0	2
otu_93968	0	0	0	0	0	4
otu_93973	1	0	0	4	0	0
otu_93977	0	0	0	0	0	2
otu_93988	0	0	0	0	0	1
otu_93995	0	0	0	0	0	7
otu_94002	1	0	0	0	0	0
otu_94019	0	0	0	0	0	3
otu_94032	0	0	0	0	0	4
otu_94040	0	0	0	4	0	0
otu_94049	0	0	0	0	0	1
otu_94058	3	0	0	10	0	0
otu_94064	0	0	0	4	0	0
otu_94069	0	0	0	0	0	3
otu_94078	0	0	0	0	0	2
otu_94081	0	0	0	20	0	0
otu_94094	0	0	0	0	0	2
otu_94095	0	1	0	0	0	0
otu_94096	0	0	0	0	0	3
otu_94097	0	0	0	0	0	2
otu_94111	0	0	0	0	0	6
otu_94117	0	0	0	0	0	13
otu_94127	0	0	0	0	0	7
otu_94129	0	0	0	0	0	10
otu_94139	1	1	0	0	0	0
otu_94141	0	0	0	0	0	21
otu_94144	0	0	0	0	0	5
otu_94148	0	0	0	1	0	0
otu_94149	0	0	0	0	0	1
otu_94153	0	0	0	1	0	0
otu_94158	3	4	0	0	0	0
otu_94161	0	0	0	0	0	1
otu_94165	1	0	0	0	0	0
otu_94166	0	0	0	28	0	0
otu_94167	0	0	0	0	1	0
otu_94187	0	0	1	0	0	0
otu_94189	4	0	0	1	0	0
otu_94207	0	0	0	0	2	0
otu_94211	1	3	0	0	0	0
otu_94216	0	0	0	4	0	0
otu_94226	0	0	0	3	0	0
otu_94230	0	0	0	0	0	1
otu_94231	1	0	0	0	0	0
otu_94233	0	0	0	1	0	0
otu_94235	0	0	0	0	0	1
otu_94237	0	0	0	0	0	3
otu_94242	0	0	0	0	0	1
otu_94244	0	0	0	0	0	2
otu_94251	0	0	0	0	0	4
otu_94253	0	2	0	0	1	0
otu_94268	0	0	0	13	1	1
otu_94270	0	0	0	1	0	4
otu_94272	0	0	0	1	0	1
otu_94282	0	1	0	0	0	0
otu_94284	0	0	0	0	0	1
otu_94290	6	0	0	12	0	0
otu_94291	0	1	0	2	0	0
otu_94292	3	38	0	0	0	0
otu_94302	0	0	0	0	0	1
otu_94303	1	0	0	2	0	0
otu_94304	2	0	0	8	0	0
otu_94332	0	0	0	0	0	3
otu_94333	0	0	0	0	0	1
otu_94338	0	0	0	0	0	1
otu_94352	0	0	0	6	0	0
otu_94355	0	1	0	2	0	1
otu_94361	0	0	0	0	0	2
otu_94375	0	0	0	0	0	6
otu_94394	0	0	0	0	1	0
otu_94401	0	0	1	0	0	0
otu_94411	10	0	0	0	0	0
otu_94427	0	0	0	1	0	0
otu_94428	0	2	0	0	0	0
otu_94431	0	0	0	0	0	10
otu_94454	0	0	0	0	0	1
otu_94458	1	1	0	1	0	0
otu_94463	0	0	0	12	0	0
otu_94465	0	0	0	0	2	0
otu_94471	0	0	0	0	0	4
otu_94481	0	0	0	0	2	0
otu_94498	0	0	1	0	1	0
otu_94504	1	0	0	0	0	1
otu_94516	1	0	0	1	0	0
otu_94529	0	0	0	0	0	3
otu_94532	0	3	0	0	0	0
otu_94533	0	0	0	0	0	1
otu_94539	0	0	0	0	0	4
otu_94541	0	0	1	0	0	0
otu_94546	1	0	0	0	0	0
otu_94555	0	0	0	0	1	0
otu_94557	1	0	0	1	0	0
otu_94559	0	0	0	3	0	0
otu_94563	6	0	0	0	0	0
otu_94567	0	0	0	0	0	1
otu_94568	0	0	0	1	1	0
otu_94575	1	0	0	0	0	0
otu_94576	0	0	0	0	0	2
otu_94579	0	0	1	0	0	0
otu_94594	0	0	0	0	1	0
otu_94599	0	0	0	0	0	3
otu_94600	0	0	0	0	0	7
otu_94602	1	0	0	2	1	0
otu_94623	0	0	0	0	0	16
otu_94629	6	0	0	0	0	0
otu_94635	0	0	0	5	0	0
otu_94643	0	0	0	0	0	1
otu_94648	0	1	1	0	0	0
otu_94666	0	0	0	0	0	21
otu_94682	0	0	0	2	0	0
otu_94685	1	0	0	0	0	3
otu_94686	1	0	0	2	0	0
otu_94688	0	0	0	4	1	0
otu_94689	0	0	2	0	0	1
otu_94693	0	0	0	4	0	0
otu_94697	0	0	0	0	1	0
otu_94702	0	0	0	1	0	14
otu_94704	0	0	0	0	0	7
otu_94707	0	4	0	0	0	0
otu_94720	0	0	0	0	0	9
otu_94725	0	0	0	0	0	3
otu_94726	0	0	0	0	2	0
otu_94728	0	0	0	0	0	1
otu_94730	0	0	0	1	0	0
otu_94732	0	0	1	0	0	0
otu_94733	0	0	0	0	0	29
otu_94741	0	0	0	1	0	0
otu_94750	0	0	0	0	0	1
otu_94758	0	0	0	3	0	3
otu_94760	0	0	0	0	0	1
otu_94762	1	0	0	0	0	0
otu_94766	0	0	0	0	0	1
otu_94767	0	0	0	1	0	1
otu_94769	0	0	0	0	0	5
otu_94770	0	0	0	9	0	0
otu_94784	0	0	0	0	0	2
otu_94785	0	0	0	1	0	0
otu_94790	0	0	0	0	0	6
otu_94798	1	0	0	5	0	0
otu_94803	1	0	0	0	0	0
otu_94819	0	0	0	0	1	0
otu_94828	0	0	0	0	0	6
otu_94840	3	0	0	7	0	0
otu_94846	0	0	0	0	0	1
otu_94858	0	0	0	0	0	3
otu_94863	0	0	0	0	0	2
otu_94871	0	0	0	0	0	1
otu_94877	0	0	0	0	0	1
otu_94884	2	1	0	0	0	1
otu_94886	0	0	0	0	0	1
otu_94888	0	0	0	3	6	0
otu_94897	0	0	0	0	0	1
otu_94905	0	0	0	0	0	6
otu_94908	0	0	2	0	0	0
otu_94913	0	0	0	0	0	9
otu_94916	1	0	0	0	0	0
otu_94930	0	0	1	0	0	1
otu_94932	0	0	1	0	0	9
otu_94936	0	1	0	0	0	0
otu_94942	3	0	0	0	0	0
otu_94945	0	0	0	0	0	4
otu_94954	0	0	0	0	0	7
otu_94956	1	2	0	1	0	0
otu_94961	1	0	0	0	0	0
otu_94972	0	0	1	0	0	0
otu_94976	0	3	0	0	0	7
otu_94981	0	0	0	0	0	1
otu_94997	0	0	11	0	0	0
otu_95008	0	0	0	0	0	6
otu_95027	0	0	0	0	0	7
otu_95040	0	0	0	0	0	1
otu_95043	0	1	0	0	0	0
otu_95045	0	0	0	0	0	4
otu_95063	0	0	0	0	0	1
otu_95082	0	0	0	0	0	12
otu_95084	0	0	0	1	0	0
otu_95093	0	0	1	0	0	0
otu_95120	0	0	0	4	1	0
otu_95140	0	0	0	0	6	0
otu_95141	5	0	0	15	0	0
otu_95147	0	0	0	0	0	6
otu_95151	0	0	0	0	0	1
otu_95160	0	0	0	0	0	1
otu_95162	24	0	0	0	0	0
otu_95177	0	1	0	0	0	0
otu_95182	0	0	1	0	0	0
otu_95195	0	0	0	0	0	3
otu_95200	0	0	0	6	0	0
otu_95216	0	0	0	0	0	1
otu_95219	0	0	0	0	0	1
otu_95232	1	0	0	2	0	2
otu_95233	0	0	0	0	0	9
otu_95235	0	0	0	0	0	1
otu_95242	7	1	0	1	0	0
otu_95243	0	0	0	0	0	1
otu_95246	0	0	0	0	0	2
otu_95258	0	0	0	0	0	5
otu_95260	0	0	0	0	0	1
otu_95264	0	0	0	0	0	11
otu_95266	0	0	0	0	0	1
otu_95267	0	1	0	0	0	0
otu_95282	0	0	0	0	0	2
otu_95286	0	0	0	0	0	1
otu_95307	0	0	0	0	1	0
otu_95318	0	0	1	0	0	0
otu_95323	0	0	0	0	4	10
otu_95329	0	19	0	0	0	0
otu_95330	0	0	1	0	0	0
otu_95332	0	0	0	0	0	6
otu_95336	0	0	0	2	0	0
otu_95350	0	0	0	0	0	6
otu_95368	0	0	0	0	0	4
otu_95394	0	0	0	0	0	1
otu_95398	0	0	0	0	0	5
otu_95408	0	1	0	1	0	0
otu_95423	0	0	1	0	0	0
otu_95440	0	0	0	2	0	0
otu_95452	0	0	0	0	0	1
otu_95466	0	0	0	0	0	1
otu_95472	0	0	0	0	0	1
otu_95486	3	0	0	0	0	0
otu_95487	0	0	0	2	0	0
otu_95491	0	1	0	0	0	0
otu_95503	0	1	0	0	0	0
otu_95507	0	0	0	0	0	2
otu_95509	0	0	0	0	0	1
otu_95520	0	0	2	0	0	0
otu_95540	0	0	0	0	0	4
otu_95565	0	0	0	0	0	8
otu_95572	0	0	0	0	0	3
otu_95590	0	0	0	13	0	0
otu_95603	0	0	0	0	0	1
otu_95604	0	0	0	0	0	5
otu_95609	0	0	8	0	0	0
otu_95614	0	0	1	0	0	2
otu_95617	0	0	0	0	0	6
otu_95628	2	4	0	1	0	0
otu_95643	0	0	0	0	0	1
otu_95649	0	0	1	0	0	0
otu_95659	0	0	0	0	0	1
otu_95660	1	0	3	1	1	0
otu_95665	29	0	0	0	0	0
otu_95694	0	0	0	0	0	2
otu_95698	2	0	0	3	0	0
otu_95706	0	0	0	0	0	2
otu_95709	1	0	0	3	0	3
otu_95730	0	0	0	0	0	1
otu_95732	0	0	2	0	0	0
otu_95759	0	0	0	0	0	1
otu_95761	0	0	0	0	0	2
otu_95766	0	0	0	2	0	0
otu_95771	0	0	5	0	0	0
otu_95787	0	0	0	0	0	10
otu_95793	0	0	0	0	0	1
otu_95807	0	0	0	0	1	0
otu_95810	0	0	0	0	0	7
otu_95814	0	0	0	1	1	0
otu_95815	0	0	0	5	0	0
otu_95821	0	0	0	0	0	1
otu_95834	0	0	0	0	0	5
otu_95838	0	0	0	0	0	2
otu_95846	0	0	0	11	0	0
otu_95852	0	0	0	0	0	1
otu_95857	2	1	0	0	0	0
otu_95870	0	0	0	5	0	0
otu_95873	0	0	0	0	0	1
otu_95880	0	0	0	2	0	0
otu_95881	0	0	1	0	0	0
otu_95885	0	0	0	1	0	0
otu_95891	0	0	0	0	0	4
otu_95894	0	0	1	0	0	0
otu_95906	0	0	0	0	0	2
otu_95912	0	0	0	0	0	22
otu_95914	0	0	0	3	0	0
otu_95915	0	0	0	1	0	0
otu_95930	0	0	0	0	2	0
otu_95953	0	0	0	0	0	11
otu_95956	0	2	0	0	0	0
otu_95971	0	0	0	0	0	2
otu_95975	0	6	0	0	0	0
otu_95982	0	0	0	0	0	2
otu_95986	0	0	0	0	0	1
otu_96011	3	10	0	0	0	0
otu_96025	0	0	0	0	0	3
otu_96046	0	0	0	0	0	5
otu_96050	0	0	0	0	1	0
otu_96055	0	15	0	0	0	0
otu_96073	0	0	0	0	0	1
otu_96076	0	0	1	0	0	0
otu_96080	0	0	0	6	0	0
otu_96081	0	0	0	0	0	1
otu_96083	0	0	0	0	0	6
otu_96086	0	0	0	1	0	0
otu_96091	0	15	0	0	0	0
otu_96093	0	0	0	0	0	1
otu_96110	0	0	0	0	0	6
otu_96112	0	1	0	0	0	1
otu_96117	14	0	0	0	0	0
otu_96128	0	3	0	0	0	0
otu_96143	0	0	0	0	0	1
otu_96147	0	0	0	0	0	2
otu_96162	0	0	0	0	0	1
otu_96185	0	0	0	0	0	1
otu_96187	0	3	0	0	0	0
otu_96210	0	0	0	0	0	1
otu_96213	0	0	0	0	0	4
otu_96221	1	0	0	0	0	0
otu_96226	0	1	0	0	0	0
otu_96228	0	0	0	0	0	3
otu_96231	0	0	0	0	0	6
otu_96236	18	0	0	0	0	0
otu_96250	0	0	0	0	0	3
otu_96253	0	0	0	0	0	3
otu_96274	3	0	0	0	0	0
otu_96281	0	0	0	27	0	0
otu_96297	0	0	1	0	3	0
otu_96311	0	0	0	0	0	6
otu_96313	0	0	0	0	0	3
otu_96317	28	0	0	1	0	0
otu_96326	0	0	1	0	0	3
otu_96337	2	0	0	0	0	0
otu_96339	0	0	0	0	2	0
otu_96342	0	0	0	10	0	0
otu_96344	0	0	1	0	0	0
otu_96358	0	0	0	0	0	1
otu_96359	1	0	0	1	0	0
otu_96363	0	0	0	6	0	0
otu_96367	0	0	0	18	0	0
otu_96374	0	0	0	0	0	1
otu_96385	0	0	0	0	0	3
otu_96391	0	0	0	0	0	1
otu_96395	0	13	0	0	0	0
otu_96404	0	0	0	0	0	2
otu_96406	0	0	0	0	0	1
otu_96417	0	0	0	0	0	1
otu_96419	0	0	0	0	0	4
otu_96425	0	29	0	0	0	0
otu_96429	0	0	2	0	0	0
otu_96433	0	0	0	0	0	3
otu_96447	0	0	0	1	0	0
otu_96449	0	0	0	0	0	1
otu_96453	22	0	0	0	0	0
otu_96456	0	25	0	0	0	0
otu_96465	0	0	0	0	0	2
otu_96467	0	0	0	0	0	3
otu_96470	0	0	0	0	0	6
otu_96475	0	0	0	0	0	1
otu_96478	0	0	0	0	0	1
otu_96490	0	0	0	0	0	28
otu_96496	0	0	0	0	0	4
otu_96504	0	0	0	0	0	1
otu_96506	0	19	0	0	0	0
otu_96509	6	0	0	4	1	0
otu_96512	0	5	0	0	0	0
otu_96525	1	0	0	0	0	0
otu_96535	0	0	0	1	0	0
otu_96538	0	0	0	5	0	0
otu_96544	1	0	0	0	0	0
otu_96545	0	0	0	0	1	0
otu_96548	0	0	0	0	0	2
otu_96552	0	0	0	2	0	2
otu_96553	1	0	0	12	1	0
otu_96555	0	0	5	0	0	0
otu_96559	0	0	0	18	0	0
otu_96561	1	0	0	0	0	0
otu_96572	0	0	0	0	0	3
otu_96573	0	0	0	0	0	4
otu_96575	0	0	0	0	0	1
otu_96578	0	0	1	0	1	1
otu_96581	0	0	0	0	0	3
otu_96627	0	0	0	0	0	7
otu_96637	0	0	0	0	0	2
otu_96638	0	0	0	0	0	2
otu_96646	0	13	0	0	0	0
otu_96652	0	1	0	0	0	0
otu_96660	0	0	0	11	0	0
otu_96662	0	0	0	1	0	0
otu_96666	0	0	0	0	0	5
otu_96674	0	0	0	0	2	0
otu_96679	0	0	0	0	3	0
otu_96705	0	0	0	0	0	1
otu_96719	3	0	0	3	0	0
otu_96721	0	0	0	0	1	0
otu_96741	0	1	0	7	0	0
otu_96743	0	0	0	1	0	0
otu_96747	0	0	0	2	0	9
otu_96752	0	0	0	0	0	1
otu_96761	1	0	0	4	0	0
otu_96768	0	0	0	0	0	1
otu_96773	0	0	0	0	0	4
otu_96774	0	0	0	0	0	2
otu_96807	25	0	0	0	0	0
otu_96827	0	2	0	0	0	0
otu_96829	0	0	0	9	0	0
otu_96840	0	0	0	1	0	0
otu_96850	0	0	2	0	0	0
otu_96855	0	0	0	0	0	3
otu_96884	0	0	0	0	0	3
otu_96885	0	0	0	0	0	3
otu_96890	0	0	0	0	0	4
otu_96896	0	0	0	0	0	3
otu_96901	0	0	0	0	0	3
otu_96904	0	1	0	0	0	0
otu_96907	1	0	0	8	0	0
otu_96915	0	0	0	0	0	7
otu_96920	3	0	0	0	0	0
otu_96927	0	0	1	0	0	0
otu_96930	7	0	0	0	0	0
otu_96931	0	0	0	0	0	5
otu_96943	0	0	0	0	0	5
otu_96946	0	0	0	0	0	2
otu_96948	0	0	0	1	0	0
otu_96952	0	1	0	0	0	0
otu_96959	0	0	0	0	0	5
otu_96960	0	0	0	2	0	0
otu_96966	0	0	0	3	0	9
otu_96996	0	0	1	0	0	0
otu_97000	0	0	0	0	0	1
otu_97016	2	2	0	0	0	0
otu_97019	12	0	0	3	2	0
otu_97030	0	0	0	0	0	12
otu_97036	3	0	0	0	0	0
otu_97050	1	28	0	0	0	0
otu_97061	0	0	0	1	0	0
otu_97065	2	0	0	0	0	0
otu_97076	0	0	2	0	0	0
otu_97079	0	0	2	0	0	0
otu_97080	0	0	0	1	0	1
otu_97085	0	0	0	1	0	0
otu_97098	0	0	0	0	0	1
otu_97099	0	0	0	0	0	3
otu_97107	0	0	0	0	0	6
otu_97123	2	0	0	0	0	0
otu_97135	0	0	0	0	0	2
otu_97138	0	0	0	0	0	8
otu_97141	1	0	0	0	0	0
otu_97150	0	0	1	0	0	0
otu_97152	0	0	0	0	0	2
otu_97163	0	2	0	2	0	0
otu_97175	0	0	2	0	0	0
otu_97176	0	0	0	1	0	0
otu_97179	0	0	0	0	0	1
otu_97181	0	0	0	0	0	4
